filename,filesize,codec,compression_time,resolution,bitrate_kbps,PSNR,compression_ratio
output_h265_720x480_100k.mp4,3291589,h265,7.823755741119385,720x480,100,39.16,1.9221731510221962
output_h265_720x480_200k.mp4,3981859,h265,9.448252201080322,720x480,200,43.03,1.5889573186795414
output_h265_720x480_300k.mp4,4680458,h265,10.499921798706056,720x480,300,44.97,1.3517916409035184
output_h265_720x480_400k.mp4,5378547,h265,12.63935375213623,720x480,400,46.26,1.1763407477893193
output_h265_720x480_500k.mp4,6077095,h265,15.917195558547974,720x480,500,47.26,1.0411231024033687
output_h265_720x480_750k.mp4,7835378,h265,15.829586267471312,720x480,750,49.05,0.8074918657402361
output_h265_720x480_1000k.mp4,9624249,h265,17.373804807662964,720x480,1000,50.35,0.6574023593944837
output_h265_720x480_1250k.mp4,11434644,h265,20.159958124160767,720x480,1250,51.19,0.5533188440322235
output_h265_720x480_1500k.mp4,13249020,h265,17.611688137054443,720x480,1500,51.99,0.4775450561626445
output_h265_720x480_2000k.mp4,16853667,h265,19.243537425994877,720x480,2000,53.26,0.3754081530150085
output_h265_720x480_2500k.mp4,20355346,h265,20.960212230682373,720x480,2500,54.63,0.3108276322102312
output_h265_720x480_3000k.mp4,23751885,h265,22.357946395874023,720x480,3000,56.01,0.2663790263383306
output_h265_720x480_3500k.mp4,27029965,h265,23.56619763374329,720x480,3500,57.6,0.23407370301811342
output_h265_352x288_100k.mp4,3293082,h265,4.857359170913696,352x288,100,41.7,1.1809411366009106
output_h265_352x288_200k.mp4,3977999,h265,5.884523391723633,352x288,200,45.64,0.9776111054829325
output_h265_352x288_300k.mp4,4661047,h265,6.655671834945679,352x288,300,47.85,0.8343481625480283
output_h265_352x288_400k.mp4,5352989,h265,7.329645872116089,352x288,400,49.49,0.7264980368911649
output_h265_352x288_500k.mp4,6053017,h265,7.883902311325073,352x288,500,50.63,0.6424789489274522
output_h265_352x288_750k.mp4,7804877,h265,9.06598687171936,352x288,750,53.03,0.4982699919550302
output_h265_352x288_1000k.mp4,9487347,h265,9.99704360961914,352x288,1000,55.25,0.40990763803621816
output_h265_352x288_1250k.mp4,11086210,h265,10.90523099899292,352x288,1250,57.59,0.35079039635727627
output_h265_352x288_1500k.mp4,12620878,h265,11.670952081680298,352x288,1500,60.09,0.3081351392510093
output_h265_352x288_2000k.mp4,15507758,h265,13.01390552520752,352x288,2000,61.64,0.2507735805523919
output_h265_352x288_2500k.mp4,17646055,h265,13.97860860824585,352x288,2500,61.67,0.22038557626619662
output_h265_352x288_3000k.mp4,18789007,h265,14.41470432281494,352x288,3000,61.67,0.2069793257301996
output_h265_352x288_3500k.mp4,19109983,h265,14.541317224502563,352x288,3500,61.67,0.20350284979322064
output_h265_176x144_100k.mp4,3286782,h265,2.990095853805542,176x144,100,45.93,0.8646886224885009
output_h265_176x144_200k.mp4,3954321,h265,3.633325099945069,176x144,200,50.57,0.7187183336911698
output_h265_176x144_300k.mp4,4621430,h265,4.097723960876465,176x144,300,53.85,0.6149704745068085
output_h265_176x144_400k.mp4,5247131,h265,4.4724438190460205,176x144,400,57.39,0.5416375158157858
output_h265_176x144_500k.mp4,5825967,h265,4.743029356002808,176x144,500,60.2,0.48782339481153947
output_h265_176x144_750k.mp4,6998055,h265,5.320005178451538,176x144,750,61.11,0.40611898591823015
output_h265_176x144_1000k.mp4,7532563,h265,5.55315637588501,176x144,1000,61.11,0.37730092665670373
output_h265_176x144_1250k.mp4,7738756,h265,5.678159952163696,176x144,1250,61.11,0.3672480434839915
output_h265_176x144_1500k.mp4,7775011,h265,5.663304805755615,176x144,1500,61.11,0.3655355600139987
output_h265_176x144_2000k.mp4,7804276,h265,5.728911638259888,176x144,2000,61.11,0.36416485014112776
output_h265_176x144_2500k.mp4,7815398,h265,5.6799280643463135,176x144,2500,61.11,0.36364661147135435
output_h265_176x144_3000k.mp4,7822844,h265,5.695393562316895,176x144,3000,61.11,0.36330048253550756
output_h265_176x144_3500k.mp4,7826570,h265,5.713581323623657,176x144,3500,61.11,0.3631275258510433
